sale_id,date,month,weekday,branch_id,branch_name,department,product_id,product_name,category,unit_price,discount,final_price,quantity,total,payment_method,customer_id
1532,2024-09-02,9,Monday,3,San Miguel,San Miguel,14,Frijoles rojos 1lb,Groceries,1.2,0.05,1.14,16,18.24,Debit card,347
1533,2024-07-26,7,Friday,2,Santa Ana,Santa Ana,18,Curtido en frasco,Groceries,2.0,0.05,1.9,1,1.9,Cash,426
1534,2024-12-25,12,Wednesday,7,La Libertad,La Libertad,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,18,8.1,Cash,379
1535,2024-11-06,11,Wednesday,1,San Salvador Centro,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,15,52.5,Debit card,452
1536,2024-03-30,3,Saturday,4,Soyapango,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,3,10.5,Credit card,264
1537,2024-08-04,8,Sunday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,16,192.0,Cash,497
1538,2024-12-13,12,Friday,6,Usulután,Usulután,4,Yuca frita,Traditional Food,2.5,0.15,2.12,8,16.96,Debit card,393
1539,2024-06-02,6,Sunday,5,Metrocentro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,16,40.0,Cash,2
1540,2024-06-05,6,Wednesday,4,Soyapango,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.15,2.38,17,40.46,Credit card,479
1541,2024-01-30,1,Tuesday,8,Chalatenango,Chalatenango,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,12,10.8,Debit card,169
1542,2024-02-24,2,Saturday,6,Usulután,Usulután,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,1,35.0,Credit card,96
1543,2024-01-05,1,Friday,6,Usulután,Usulután,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,4,11.2,Cash,44
1544,2024-07-29,7,Monday,3,San Miguel,San Miguel,17,Queso duro blando,Dairy,3.5,0.0,3.5,4,14.0,Cash,394
1545,2024-08-28,8,Wednesday,4,Soyapango,San Salvador,9,Camisa guayabera,Clothing,18.0,0.0,18.0,13,234.0,Cash,220
1546,2024-02-25,2,Sunday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.1,0.68,15,10.2,Credit card,83
1547,2024-08-10,8,Saturday,6,Usulután,Usulután,5,Atol de elote,Beverages,1.0,0.0,1.0,1,1.0,Credit card,364
1548,2024-04-07,4,Sunday,2,Santa Ana,Santa Ana,7,Café salvadoreño,Beverages,1.5,0.0,1.5,10,15.0,Cash,216
1549,2024-03-23,3,Saturday,1,San Salvador Centro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,7,56.0,Transfer,137
1550,2024-09-07,9,Saturday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.0,2.5,18,45.0,Credit card,366
1551,2024-07-23,7,Tuesday,6,Usulután,Usulután,5,Atol de elote,Beverages,1.0,0.1,0.9,17,15.3,Bitcoin,432
1552,2024-02-26,2,Monday,3,San Miguel,San Miguel,13,Aceite vegetal 1L,Groceries,2.8,0.15,2.38,4,9.52,Cash,80
1553,2024-12-16,12,Monday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,8,96.0,Debit card,176
1554,2024-08-10,8,Saturday,1,San Salvador Centro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,16,19.2,Cash,43
1555,2024-11-12,11,Tuesday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.1,1.08,5,5.4,Debit card,128
1556,2024-05-14,5,Tuesday,2,Santa Ana,Santa Ana,9,Camisa guayabera,Clothing,18.0,0.1,16.2,8,129.6,Credit card,102
1557,2024-12-24,12,Tuesday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.05,1.42,17,24.14,Cash,438
1558,2024-03-02,3,Saturday,4,Soyapango,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,5,5.0,Cash,99
1559,2024-01-10,1,Wednesday,7,La Libertad,La Libertad,5,Atol de elote,Beverages,1.0,0.0,1.0,20,20.0,Cash,27
1560,2024-09-25,9,Wednesday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,10,25.2,Debit card,119
1561,2024-08-06,8,Tuesday,6,Usulután,Usulután,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,16,12.0,Debit card,330
1562,2024-02-26,2,Monday,5,Metrocentro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,9,4.5,Cash,180
1563,2024-06-12,6,Wednesday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,2,2.4,Cash,27
1564,2024-05-26,5,Sunday,4,Soyapango,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,16,128.0,Bitcoin,52
1565,2024-05-09,5,Thursday,3,San Miguel,San Miguel,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,16,19.2,Cash,58
1566,2024-12-15,12,Sunday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.15,2.12,18,38.16,Credit card,170
1567,2024-10-28,10,Monday,6,Usulután,Usulután,12,Canasta de palma,Handicrafts,12.0,0.05,11.4,17,193.8,Cash,333
1568,2024-10-26,10,Saturday,4,Soyapango,San Salvador,9,Camisa guayabera,Clothing,18.0,0.0,18.0,13,234.0,Credit card,67
1569,2024-10-27,10,Sunday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,7,17.5,Debit card,474
1570,2024-10-06,10,Sunday,2,Santa Ana,Santa Ana,4,Yuca frita,Traditional Food,2.5,0.0,2.5,20,50.0,Cash,243
1571,2024-01-23,1,Tuesday,3,San Miguel,San Miguel,7,Café salvadoreño,Beverages,1.5,0.0,1.5,5,7.5,Cash,365
1572,2024-07-06,7,Saturday,6,Usulután,Usulután,9,Camisa guayabera,Clothing,18.0,0.1,16.2,15,243.0,Debit card,467
1573,2024-09-04,9,Wednesday,2,Santa Ana,Santa Ana,14,Frijoles rojos 1lb,Groceries,1.2,0.05,1.14,14,15.96,Bitcoin,258
1574,2024-11-02,11,Saturday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,9,4.05,Transfer,149
1575,2024-12-21,12,Saturday,1,San Salvador Centro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.1,0.45,7,3.15,Credit card,254
1576,2024-03-25,3,Monday,2,Santa Ana,Santa Ana,18,Curtido en frasco,Groceries,2.0,0.15,1.7,15,25.5,Debit card,288
1577,2024-11-06,11,Wednesday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,9,25.2,Cash,82
1578,2024-09-19,9,Thursday,1,San Salvador Centro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.05,1.42,15,21.3,Debit card,269
1579,2024-04-22,4,Monday,5,Metrocentro,San Salvador,9,Camisa guayabera,Clothing,18.0,0.1,16.2,10,162.0,Cash,61
1580,2024-01-24,1,Wednesday,4,Soyapango,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,18,13.5,Cash,328
1581,2024-03-09,3,Saturday,5,Metrocentro,San Salvador,5,Atol de elote,Beverages,1.0,0.15,0.85,9,7.65,Credit card,329
1582,2024-09-30,9,Monday,4,Soyapango,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,4,3.0,Debit card,324
1583,2024-02-12,2,Monday,6,Usulután,Usulután,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,18,216.0,Debit card,210
1584,2024-01-30,1,Tuesday,6,Usulután,Usulután,10,Hamaca artesanal,Handicrafts,35.0,0.15,29.75,1,29.75,Cash,375
1585,2024-05-11,5,Saturday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.05,17.1,1,17.1,Debit card,445
1586,2024-11-30,11,Saturday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.15,2.12,9,19.08,Debit card,310
1587,2024-08-14,8,Wednesday,4,Soyapango,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,8,16.0,Cash,298
1588,2024-08-16,8,Friday,3,San Miguel,San Miguel,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,8,20.16,Debit card,189
1589,2024-02-17,2,Saturday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.0,1.0,16,16.0,Cash,418
1590,2024-10-18,10,Friday,4,Soyapango,San Salvador,6,Kolachampán,Beverages,0.75,0.1,0.68,16,10.88,Cash,145
1591,2024-03-24,3,Sunday,5,Metrocentro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.15,0.42,6,2.52,Cash,312
1592,2024-03-14,3,Thursday,2,Santa Ana,Santa Ana,7,Café salvadoreño,Beverages,1.5,0.0,1.5,3,4.5,Cash,466
1593,2024-09-26,9,Thursday,2,Santa Ana,Santa Ana,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,5,12.6,Credit card,7
1594,2024-07-15,7,Monday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.0,2.5,1,2.5,Credit card,391
1595,2024-05-07,5,Tuesday,3,San Miguel,San Miguel,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,3,1.5,Cash,322
1596,2024-02-24,2,Saturday,1,San Salvador Centro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,18,8.1,Credit card,437
1597,2024-03-12,3,Tuesday,4,Soyapango,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.15,0.85,16,13.6,Debit card,228
1598,2024-06-18,6,Tuesday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,16,12.0,Cash,279
1599,2024-01-11,1,Thursday,2,Santa Ana,Santa Ana,9,Camisa guayabera,Clothing,18.0,0.0,18.0,2,36.0,Debit card,53
1600,2024-03-13,3,Wednesday,7,La Libertad,La Libertad,17,Queso duro blando,Dairy,3.5,0.0,3.5,1,3.5,Cash,219
1601,2024-06-29,6,Saturday,3,San Miguel,San Miguel,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,10,28.0,Bitcoin,351
1602,2024-09-08,9,Sunday,2,Santa Ana,Santa Ana,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,6,16.8,Cash,490
1603,2024-02-09,2,Friday,6,Usulután,Usulután,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,20,700.0,Cash,473
1604,2024-11-05,11,Tuesday,1,San Salvador Centro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,5,5.0,Cash,172
1605,2024-03-17,3,Sunday,7,La Libertad,La Libertad,6,Kolachampán,Beverages,0.75,0.05,0.71,10,7.1,Credit card,179
1606,2024-09-12,9,Thursday,5,Metrocentro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,12,30.0,Credit card,365
1607,2024-03-17,3,Sunday,1,San Salvador Centro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,5,5.0,Cash,229
1608,2024-02-27,2,Tuesday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,19,28.5,Transfer,143
1609,2024-06-14,6,Friday,2,Santa Ana,Santa Ana,5,Atol de elote,Beverages,1.0,0.0,1.0,5,5.0,Credit card,181
1610,2024-08-05,8,Monday,8,Chalatenango,Chalatenango,11,Jarrito de barro,Handicrafts,8.0,0.1,7.2,16,115.2,Transfer,309
1611,2024-11-30,11,Saturday,3,San Miguel,San Miguel,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,8,64.0,Cash,255
1612,2024-09-29,9,Sunday,8,Chalatenango,Chalatenango,18,Curtido en frasco,Groceries,2.0,0.15,1.7,18,30.6,Cash,43
1613,2024-12-25,12,Wednesday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,3,3.6,Cash,105
1614,2024-10-12,10,Saturday,6,Usulután,Usulután,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,16,8.0,Bitcoin,31
1615,2024-03-12,3,Tuesday,6,Usulután,Usulután,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,10,120.0,Cash,437
1616,2024-05-04,5,Saturday,7,La Libertad,La Libertad,18,Curtido en frasco,Groceries,2.0,0.15,1.7,7,11.9,Cash,383
1617,2024-12-22,12,Sunday,2,Santa Ana,Santa Ana,5,Atol de elote,Beverages,1.0,0.0,1.0,5,5.0,Debit card,357
1618,2024-01-28,1,Sunday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.1,1.08,4,4.32,Debit card,245
1619,2024-03-16,3,Saturday,1,San Salvador Centro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,12,9.0,Cash,40
1620,2024-03-17,3,Sunday,7,La Libertad,La Libertad,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,6,3.0,Debit card,384
1621,2024-08-28,8,Wednesday,5,Metrocentro,San Salvador,17,Queso duro blando,Dairy,3.5,0.1,3.15,14,44.1,Cash,401
1622,2024-02-26,2,Monday,5,Metrocentro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,5,2.5,Credit card,17
1623,2024-01-06,1,Saturday,3,San Miguel,San Miguel,6,Kolachampán,Beverages,0.75,0.15,0.64,13,8.32,Cash,486
1624,2024-10-19,10,Saturday,5,Metrocentro,San Salvador,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,17,15.3,Debit card,217
1625,2024-02-17,2,Saturday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,17,12.75,Transfer,65
1626,2024-11-12,11,Tuesday,7,La Libertad,La Libertad,7,Café salvadoreño,Beverages,1.5,0.0,1.5,2,3.0,Cash,422
1627,2024-12-20,12,Friday,2,Santa Ana,Santa Ana,18,Curtido en frasco,Groceries,2.0,0.0,2.0,15,30.0,Cash,329
1628,2024-03-25,3,Monday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.15,2.38,2,4.76,Cash,218
1629,2024-02-25,2,Sunday,5,Metrocentro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,4,6.0,Cash,399
1630,2024-05-02,5,Thursday,1,San Salvador Centro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,10,80.0,Debit card,34
1631,2024-06-07,6,Friday,1,San Salvador Centro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.05,1.42,7,9.94,Cash,476
1632,2024-05-17,5,Friday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.05,0.47,3,1.41,Debit card,289
1633,2024-01-25,1,Thursday,1,San Salvador Centro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,11,16.5,Bitcoin,5
1634,2024-07-22,7,Monday,5,Metrocentro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,17,204.0,Cash,201
1635,2024-12-25,12,Wednesday,3,San Miguel,San Miguel,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,4,48.0,Cash,380
1636,2024-09-14,9,Saturday,2,Santa Ana,Santa Ana,17,Queso duro blando,Dairy,3.5,0.0,3.5,5,17.5,Debit card,196
1637,2024-05-28,5,Tuesday,1,San Salvador Centro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,6,9.0,Debit card,41
1638,2024-04-20,4,Saturday,4,Soyapango,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.15,0.85,5,4.25,Debit card,494
1639,2024-08-17,8,Saturday,6,Usulután,Usulután,17,Queso duro blando,Dairy,3.5,0.0,3.5,5,17.5,Cash,320
1640,2024-12-30,12,Monday,1,San Salvador Centro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,13,15.6,Cash,313
1641,2024-10-17,10,Thursday,3,San Miguel,San Miguel,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,16,16.0,Credit card,74
1642,2024-09-12,9,Thursday,2,Santa Ana,Santa Ana,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,4,140.0,Cash,479
1643,2024-02-04,2,Sunday,3,San Miguel,San Miguel,10,Hamaca artesanal,Handicrafts,35.0,0.05,33.25,9,299.25,Cash,46
1644,2024-12-29,12,Sunday,3,San Miguel,San Miguel,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,15,15.0,Transfer,132
1645,2024-03-04,3,Monday,3,San Miguel,San Miguel,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,19,17.1,Cash,440
1646,2024-07-28,7,Sunday,7,La Libertad,La Libertad,10,Hamaca artesanal,Handicrafts,35.0,0.1,31.5,20,630.0,Cash,188
1647,2024-07-10,7,Wednesday,6,Usulután,Usulután,17,Queso duro blando,Dairy,3.5,0.1,3.15,3,9.45,Cash,231
1648,2024-11-13,11,Wednesday,1,San Salvador Centro,San Salvador,9,Camisa guayabera,Clothing,18.0,0.1,16.2,2,32.4,Credit card,359
1649,2024-03-20,3,Wednesday,1,San Salvador Centro,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,4,8.0,Cash,292
1650,2024-04-24,4,Wednesday,2,Santa Ana,Santa Ana,13,Aceite vegetal 1L,Groceries,2.8,0.15,2.38,13,30.94,Cash,48
1651,2024-08-27,8,Tuesday,8,Chalatenango,Chalatenango,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,18,183.6,Cash,44
1652,2024-07-22,7,Monday,2,Santa Ana,Santa Ana,6,Kolachampán,Beverages,0.75,0.0,0.75,14,10.5,Cash,34
1653,2024-11-05,11,Tuesday,6,Usulután,Usulután,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,16,128.0,Debit card,244
1654,2024-08-20,8,Tuesday,5,Metrocentro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.05,2.38,2,4.76,Cash,241
1655,2024-06-12,6,Wednesday,4,Soyapango,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,19,19.0,Transfer,397
1656,2024-07-04,7,Thursday,1,San Salvador Centro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,14,39.2,Cash,109
1657,2024-05-18,5,Saturday,7,La Libertad,La Libertad,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,9,4.05,Cash,73
1658,2024-07-26,7,Friday,5,Metrocentro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,3,3.0,Credit card,232
1659,2024-12-08,12,Sunday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,9,10.8,Credit card,48
1660,2024-06-01,6,Saturday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,6,7.2,Cash,215
1661,2024-10-01,10,Tuesday,8,Chalatenango,Chalatenango,16,Crema salvadoreña,Dairy,1.5,0.1,1.35,6,8.1,Cash,468
1662,2024-10-14,10,Monday,1,San Salvador Centro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,20,56.0,Cash,342
1663,2024-12-06,12,Friday,6,Usulután,Usulután,5,Atol de elote,Beverages,1.0,0.0,1.0,11,11.0,Cash,235
1664,2024-06-11,6,Tuesday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.15,0.85,4,3.4,Transfer,209
1665,2024-08-18,8,Sunday,1,San Salvador Centro,San Salvador,9,Camisa guayabera,Clothing,18.0,0.1,16.2,5,81.0,Cash,497
1666,2024-04-21,4,Sunday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,7,17.5,Debit card,397
1667,2024-04-20,4,Saturday,7,La Libertad,La Libertad,6,Kolachampán,Beverages,0.75,0.0,0.75,12,9.0,Transfer,498
1668,2024-07-05,7,Friday,6,Usulután,Usulután,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,1,0.5,Credit card,258
1669,2024-11-28,11,Thursday,8,Chalatenango,Chalatenango,4,Yuca frita,Traditional Food,2.5,0.0,2.5,15,37.5,Cash,181
1670,2024-09-24,9,Tuesday,7,La Libertad,La Libertad,18,Curtido en frasco,Groceries,2.0,0.0,2.0,11,22.0,Bitcoin,235
1671,2024-03-31,3,Sunday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.05,1.14,18,20.52,Cash,224
1672,2024-12-03,12,Tuesday,5,Metrocentro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,14,35.28,Cash,318
1673,2024-02-23,2,Friday,2,Santa Ana,Santa Ana,4,Yuca frita,Traditional Food,2.5,0.1,2.25,3,6.75,Cash,478
1674,2024-09-11,9,Wednesday,2,Santa Ana,Santa Ana,14,Frijoles rojos 1lb,Groceries,1.2,0.05,1.14,20,22.8,Cash,228
1675,2024-12-07,12,Saturday,1,San Salvador Centro,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,10,29.8,Cash,115
1676,2024-02-28,2,Wednesday,7,La Libertad,La Libertad,15,Arroz blanco 1lb,Groceries,0.9,0.15,0.77,7,5.39,Cash,64
1677,2024-07-30,7,Tuesday,8,Chalatenango,Chalatenango,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,13,156.0,Bitcoin,401
1678,2024-05-17,5,Friday,5,Metrocentro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,9,6.75,Credit card,408
1679,2024-01-03,1,Wednesday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,14,16.8,Cash,79
1680,2024-06-20,6,Thursday,6,Usulután,Usulután,12,Canasta de palma,Handicrafts,12.0,0.05,11.4,6,68.4,Transfer,124
1681,2024-04-08,4,Monday,7,La Libertad,La Libertad,18,Curtido en frasco,Groceries,2.0,0.1,1.8,20,36.0,Cash,27
1682,2024-11-21,11,Thursday,3,San Miguel,San Miguel,14,Frijoles rojos 1lb,Groceries,1.2,0.1,1.08,13,14.04,Cash,463
1683,2024-08-11,8,Sunday,3,San Miguel,San Miguel,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,8,64.0,Debit card,65
1684,2024-11-19,11,Tuesday,2,Santa Ana,Santa Ana,17,Queso duro blando,Dairy,3.5,0.15,2.98,19,56.62,Cash,391
1685,2024-06-14,6,Friday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.0,18.0,7,126.0,Cash,224
1686,2024-01-15,1,Monday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,20,9.0,Debit card,498
1687,2024-01-13,1,Saturday,7,La Libertad,La Libertad,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,5,5.0,Debit card,399
1688,2024-05-02,5,Thursday,3,San Miguel,San Miguel,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,8,96.0,Cash,431
1689,2024-05-13,5,Monday,7,La Libertad,La Libertad,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,2,1.5,Cash,74
1690,2024-02-26,2,Monday,2,Santa Ana,Santa Ana,1,Pupusas de queso,Traditional Food,0.5,0.05,0.47,15,7.05,Cash,73
1691,2024-04-02,4,Tuesday,5,Metrocentro,San Salvador,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,3,105.0,Cash,186
1692,2024-02-21,2,Wednesday,7,La Libertad,La Libertad,7,Café salvadoreño,Beverages,1.5,0.15,1.27,16,20.32,Cash,38
1693,2024-04-17,4,Wednesday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,14,21.0,Credit card,325
1694,2024-04-02,4,Tuesday,3,San Miguel,San Miguel,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,10,9.0,Bitcoin,338
1695,2024-06-24,6,Monday,2,Santa Ana,Santa Ana,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,12,6.0,Transfer,308
1696,2024-03-22,3,Friday,1,San Salvador Centro,San Salvador,18,Curtido en frasco,Groceries,2.0,0.1,1.8,17,30.6,Cash,63
1697,2024-10-01,10,Tuesday,1,San Salvador Centro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.05,1.42,1,1.42,Debit card,79
1698,2024-02-28,2,Wednesday,6,Usulután,Usulután,7,Café salvadoreño,Beverages,1.5,0.0,1.5,7,10.5,Cash,113
1699,2024-05-17,5,Friday,3,San Miguel,San Miguel,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,9,9.0,Cash,48
1700,2024-08-27,8,Tuesday,5,Metrocentro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,16,192.0,Debit card,205
1701,2024-03-29,3,Friday,5,Metrocentro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.1,1.35,7,9.45,Credit card,368
1702,2024-02-22,2,Thursday,7,La Libertad,La Libertad,9,Camisa guayabera,Clothing,18.0,0.15,15.3,19,290.7,Credit card,160
1703,2024-09-06,9,Friday,4,Soyapango,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,14,10.5,Cash,383
1704,2024-11-14,11,Thursday,6,Usulután,Usulután,9,Camisa guayabera,Clothing,18.0,0.05,17.1,4,68.4,Cash,103
1705,2024-11-19,11,Tuesday,6,Usulután,Usulután,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,3,36.0,Cash,18
1706,2024-10-27,10,Sunday,5,Metrocentro,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,14,49.0,Debit card,450
1707,2024-07-22,7,Monday,6,Usulután,Usulután,17,Queso duro blando,Dairy,3.5,0.0,3.5,1,3.5,Cash,166
1708,2024-07-02,7,Tuesday,3,San Miguel,San Miguel,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,8,9.6,Cash,191
1709,2024-06-09,6,Sunday,3,San Miguel,San Miguel,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,4,48.0,Cash,6
1710,2024-08-26,8,Monday,4,Soyapango,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.15,6.8,19,129.2,Cash,120
1711,2024-07-16,7,Tuesday,2,Santa Ana,Santa Ana,18,Curtido en frasco,Groceries,2.0,0.05,1.9,10,19.0,Cash,112
1712,2024-11-07,11,Thursday,5,Metrocentro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.05,2.38,3,7.14,Credit card,216
1713,2024-06-12,6,Wednesday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,7,8.4,Cash,253
1714,2024-05-20,5,Monday,1,San Salvador Centro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,14,21.0,Cash,88
1715,2024-05-01,5,Wednesday,7,La Libertad,La Libertad,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,19,152.0,Cash,330
1716,2024-05-25,5,Saturday,8,Chalatenango,Chalatenango,1,Pupusas de queso,Traditional Food,0.5,0.15,0.42,5,2.1,Transfer,19
1717,2024-06-21,6,Friday,1,San Salvador Centro,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,1,2.0,Cash,425
1718,2024-05-20,5,Monday,5,Metrocentro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.15,1.02,11,11.22,Cash,41
1719,2024-09-09,9,Monday,6,Usulután,Usulután,18,Curtido en frasco,Groceries,2.0,0.0,2.0,20,40.0,Cash,357
1720,2024-11-24,11,Sunday,8,Chalatenango,Chalatenango,15,Arroz blanco 1lb,Groceries,0.9,0.15,0.77,4,3.08,Cash,317
1721,2024-04-24,4,Wednesday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.15,2.12,2,4.24,Cash,54
